,no,author,content,true-author
2998,00115,candidate00020," Lou, Our price indications for PG&E City Gate delivery for 18 and 21 mos out of October, 2001 are $3.78. For the term June, 2003 through July 2006, it is $3.97. Please call me if you have any questions or need additional pricing. Thanks, Manager, West Gas Origination ",candidate00020
2999,00116,candidate00020," , Could you (or someone) price up an @ the money call option for 1500/day (physical) at Malin for July - October, 2004? Please let me know if you have any questions! thanks, ",candidate00020
3000,00117,candidate00020," & , I am attaching a spreadsheet that details what should be booked and billed to Citizens under the NEW gas daily call option/transport deal to serve the Griffith plant. It is somewhat complicated but don't be scared - I will help both of you understand what needs to be done. Hopefully, we can set up a procedure whereby this deal can be taken care of each month. I think we should set up a meeting to discuss. Let me know when you guys are available - hopefully sometime monday. Thanks, ",candidate00020
3001,00118,candidate00020," Jan, too, says that smurfit is not running the cogen and that they don't expect to for quite some time. I asked her to let me know if they do decide to start the turbine. keep you informed - ",candidate00020
3002,00119,candidate00020," , Sorry this has taken so long but attached is my first cut at a term sheet for Exide Technologies. Please call me with any questions or comments. Thanks, ",candidate00020
3003,00120,candidate00020, Tlapek has been bugging me about this for two weeks now so here it is. maybe you can use it. ,candidate00020
3004,00121,candidate00020," Please remind me of the exact changes so I can go to my back office. Things have just been crazy around here so sorry for overlooking this. ' Thanks, ",candidate00020
3005,00122,candidate00020," Hey, I don't have your cell phone number because I am unorganized! Call me at work if you get a chance today - 713-853-0685. Leaving at 12:30 to go to Phoenix. HOpe you're ok, ",candidate00020
3006,00123,candidate00020, VERY Cool! I will keep you posted on the structure that we are focusing on. Right now it is Nymex + physcial basis. They will lock in basis but not Nymex. We can talk about the potential risks there if you want. ,candidate00020
3007,00124,candidate00020," J. & Stacy, would like to set up a meeting to discuss CDWR from both a Credit and Legal standpoint before he goes to see them on Thursday. Please let me know when you are available and I will set up the meeting. Thanks, ",candidate00020
3008,00125,candidate00020," Hey, did you call me this morning? Sorry I missed it if you did. Been running around like crazy - currently missing presentations trying to close a small (very!) deal. If I don't talk to you, good luck with your pitch to your customer! I hope you get the deal! Talk to you later, ",candidate00020
3009,00126,candidate00020, Just got an email regarding our trip to the Caribbean in Jan - more guys have signed up that women! You should definitely think about it - especially since there is such a large group of us. (protection in numbers) There tends to be lots of drinking though - but a very laid back and relaxing time hanging out on beautiful beaches! Glad to hear you had a good weekend. I was sick with a cold/sinus infection the entire weekend - stayed home alone - am sick of myself! Is Caraba's still the place of choice tonight? Just let me know what time. K. ,candidate00020
3010,00127,candidate00020," , I have set up a tentative conference call with cogan for 10 a.m. CDT/8 a.m. PDT tomarrow. Is this time good for you? If not, please let me know what time is good for you. I think is pretty flexible as he is hanging out in New Orleans. thanks, kim ",candidate00020
3011,00128,candidate00020," As I am not involved in the daily operations behind this deal, I will need your input in order to respond to this request. As I have indicated, the frequency of cuts has caused tremedous concern and Citizens is considering walking away from this deal. They need assurance that this gas is going to flow in order to continue. Do we need to have a meeting? And when can I expect a response from the desk? Thanks, ",candidate00020
3012,00129,candidate00020," J. I am looking at a June, july, august product for 02-06 for container. 3000/day at PG&E citygate. Is credit ok with this and what kind of contracts do we have in place. Showing him a price on Monday morning. thanks, ",candidate00020
3013,00130,candidate00020," No problem - left a message for Lins but never heard from him. probobly send him an email today. Thanks, ",candidate00020
3014,00131,candidate00020," , I used the swap model to determine the present value of what the origination would have been. I came up with $130,188. Let me know if you need more details. Thanks, kim ",candidate00020
3015,00132,candidate00020, an indications is $4.53 for physical. Let me know if you need anything else. Basis is up today due to heat and the stage emergencies yesterday. Still waiting on - she is busy because people are out. keep you posted. ,candidate00020
3016,00133,candidate00020," , Could you remove Jan Kennedy from your email list (City of Mesa) and add clifford_cauthen@ci.mesa.az.us <mailto:clifford_cauthen@ci.mesa.az.us>? Let me know if you have any questions. Thanks, ",candidate00020
3017,00134,candidate00020, Please remove my email address from your distribution list. I am unable to access your website - it is blocked by my company ,candidate00020
3018,00135,candidate00020," , Attached is a term sheet showing price indications for the products that we talked about. The market it down today so they may appear to be a little high. I am still working on a structure term sheet for the pipeline capacity that we breifly discussed. Please give me a call and we can update these prices for you or we can adjust the structures if these are not the products that fit your needs. I would like to be prepared in the case that we are able to put physical or financial transactions together. In order to do so, we would like to put both a physical purchase/sale agreement and perhaps an ISDA master swap agreement in place. One thing we would need is someone to contact for financial or credit information so that we can insert the appropriate credit language in the contract drafts that we send to you. Please let me know if you have any questions and I will be in touch with the transport structure. Thanks, ",candidate00020
3019,00136,candidate00020," Hey , I'm still waiting on info from Stacy regarding adding language to your contract. Just wanted to keep you posted. If I don't talk to you, have a great long weekend and I will talk to you on Tuesday. Thanks, ",candidate00020
3020,00137,candidate00020," Janey, Are you planning to respond to Pettinato regarding this agreement or shall I? thanks, ",candidate00020
3021,00138,candidate00020," MJ, How are you doing? Things here are definitely roller coaster status but stablizing a bit! How was your wine tour? I thought about you guys. It looked like so much fun! is thinking about having people come to Stinson Dec. 15 and 16 and I was thinking about coming a day early or leaving a day later (or maybe both!) I am thinking that you might be out of town around there but If you are around, I would like to get together with you if it all works out. Let me know what you think!! And I hope all is going well for you! ",candidate00020
3022,00139,candidate00020," J., I am attaching proforma statements for the 2 Panda projects in Arizona. Hopefully we can put together a credit worksheet and send them a contract. (At least that's where I think we are!) Any news on SRP or NCPA? Thanks, ",candidate00020
3023,00140,candidate00020," , Unfortunately, I have a customer in town that night. when it rains, it pours! Hopefully, we can get together soon. Thanks for inviting me. ",candidate00020
3024,00141,candidate00020, She was planning to go to Dallas Friday anyway. I will talk to her on Monday and see what the plan is. k. ,candidate00020
3025,00142,candidate00020," , Attached is the confirmation for sept. for the city of pasadena prepared by legal. Let me know if you have any questions. Thanks, ",candidate00020
3026,00143,candidate00020," , I finally got my CDs back yesterday and I was so happy! Thanks again for making sure that they were sent to Miami. How are you? Where are you? where have you been? Since I have to sit in this office everyday staring at a computer screen, I must live vicariously through people like you! I'm actually not traveling until mid september. I go to on sept. 8 - 10 and then to Southern California the following week. October brings Arizona, Aruba, and perhaps northern california. Looking forward to Aruba - don't really care about the rest since they are work!! Anyway - hope all is well with you and that you are enjoying yourself - wherever you might be! Take care, K2 ",candidate00020
3027,00144,candidate00020, I went to this party with my friend Fagan - we ended up at this loud bar and ran into P. - It wasn't much fun. ,candidate00020
3028,00145,candidate00020," , Besides making this consistant and pretty, how does this spreadsheet look to you? Am I leaving anything out? According to the desk, they didn't take much during July. Thanks, ",candidate00020
3029,00146,candidate00020," Lou, We are working up some prices for you today. I will call you when we have those numbers. Let me know if you need anything else in the mean time. Thanks, ",candidate00020
3030,00147,candidate00020," , According to , gas will flow on an interuptible basis to Nogales from the Waha pool. Let me know if there is anything else that you need. Thanks, ",candidate00020
3031,00148,candidate00020, lose this email address! your site has been blocked by my company and I can not remove as described below. ,candidate00020
3032,00149,candidate00020," and Stacy, I just heard from the Hesco guys and they would like to set up a meeting or conference call to discuss the master and collateral assignment documents. I think that they have some questions and comments. Please let me know when you are available and your preference, meeting or conference call, and I will set it up. Thanks, ",candidate00020
3033,00150,candidate00020," Smurfit- Container PG&E Sugar City of Palo Alto , if there are others that I am not aware of, will you please let Kris know? Thanks, ",candidate00020
3034,00151,candidate00020," , We have been short listed on an rfp for Noresco, a power plant developer. Attached are the financial statement for the parent who is willing to guarantee the project. They plan to refresh prices and perhaps transact this week. they have received contracts from other potential suppliers already. I got the RFP late and therefore, I am running behind. I am attaching my proposal in case you need it. It will basically be a full requirements transaction out of our Socal Pool for up to 20 years. CAN WE MAKE THIS OUR NUMBER 1 PRIORITY AND GET CONTRACTS TO THEM TODAY?? PLEASE? I WILL SUPPLY BEVERAGES LATER IN THE WEEK OR PERHAPS A TICKET TO ASTROS TONIGHT (if I can find them!) Please call and let me know if we can make this hurdle! thanks, ",candidate00020
3035,00152,candidate00020," , was able to incorporate the changes to Glendale's ISDA and send them a final draft. I am waiting to hear from them to send them an executable copy. did not know how to proceed with obtaining the outside council opinion. Could we start that process when you return? I think that is the only thing we are waiting for. Let me know if there is anything I can do to help. Thanks for your help, ",candidate00020
3036,00153,candidate00020," , We have priced these at the money puts and they are kind of expensive. For the monthly put, Strike of $2.72, premium would be $.495. For the Daily put, the premium would be $.535. Let me know if you have any questions. Prices might be lower tomarrow given the downturn since AGA's came out. If you are willing to look at out of the money puts, the price would be better as well. Thanks, ",candidate00020
3037,00154,candidate00020," Any word on BHP copper? We have a couple of days to determine whether we can transact with them or not. Right now, they are only looking at Bal Aug, Sep, and Oct San . Let me know Thanks, ",candidate00020
3038,00155,candidate00020, I think I might show up - was going to work out here but it will be less crowded there. See you there ,candidate00020
3039,00156,candidate00020," , The premium for a monthly, physical, at the money call for Cal 02, 5000/day delivered @ San would be $.48. For Q3 only, the premium would be $.49. I hope this is helpful. Let me know if you have questions or need anything else. I will call you tomarrow about the balloon fest. Thanks, ",candidate00020
3040,00157,candidate00020," How is 10:30 am Wednesday, 8/29? I am having jessica reserve a room and once I get your confirmations, I will forward the room location to you. Thanks, ",candidate00020
3041,00158,candidate00020," , Sorry this took me so long but I had to wait for the schedulers and Janey. Let me know how it looks to you. Thanks for your help. ",candidate00020
3042,00159,candidate00020," here are our curves for san juan for the last couple of months. You make the chart - I was not successful. Also, I have attached a storage chart. let me know what else you need. K. ",candidate00020
3043,00160,candidate00020," , Would you be able to meet this afternoon (2:00) with my self and Cashin to discuss the first Palo Alto invoice and what is in the system for July? It shouldn't take very long - maybe 15-20 minutes. Please let me know Thanks, ",candidate00020
3044,00161,candidate00020," , Hey - how are things going for you back in the real world? I have to admit, it has been a very slow adjustment for me! Anyway, I was never able to log in to the July Jammers website and now I no longer have the invitation to join. Do you still have the email or invitation that would allow me to join? I can't wait to see the pictures out there! I think 1, Stacy, and and I are going on the trip in January. I have never been to those islands to I am really excited. Wish you could join us! I hope all is well with you - take care! 2 ",candidate00020
3045,00162,candidate00020," and/or , I was out yesterday afternoon but the price for that product, all in is $5.06. Let me know if you need it broken down and if you are still interested. Thanks, ",candidate00020
3046,00163,candidate00020," No, we need to change the price to be confirmed at a weighted average price of $3.90. I put this on the deal sheet. 't know if they noted it in the system. Please change and let me review again. Thanks, kIm ",candidate00020
3047,00164,candidate00020," Sure you can stay at my house! I will try to join you Thursday nite as well. Things have been pretty shitty lately - with work, with the love life, and a huge sinus infection. Hopefully things will be looking up by then! Please make yourself at home! You can come and go as you need. ",candidate00020
3048,00165,candidate00020, That is very cool!! Sounds like did great - too bad we weren't there to watch. And it is great that you get some $ for going! Just think - with your awesome new car next year - you could be up there with and that other guy! I could grab dinner or something later - when are you planning to go to 's? I have nothing going on - may try to get a quick workout in. You can just let me know what you want to do. K. ps. I told that I got to drive the race car and it was really cool! ,candidate00020
3049,00166,candidate00020," , has been terminated so I looked in our files and found a spreadsheet for November. However, it doesn't have the volumes filled in. Shannon Groenewald should be able to provide you with the actual volumes and all you should have to do is add them to this spreadsheet. I have copied Shannon on this email so she should expect to hear from you. Let me know if you have any questions. Thanks, ",candidate00020
3050,00167,candidate00020," Mr. Dossett, I did not have your email address - however, I do recall inviting you verbally to the party, in person. No one else on that distribution list received such an honor. I am sorry you can't make it, as I know you have a black tie affair, however, there have been 12 girls who have accepted our invitation and only 3 guys. Therefore, my party might have a better ratio for you. Sorry you'll miss it! And I have TN and 18 for a smoothie. Think I'll win? ",candidate00020
3051,00168,candidate00020," , I would like to change my United Way contribution to zero and it looks like is no longer with us. Who should I send my request to at this point? Thanks, ",candidate00020
3052,00169,candidate00020," , Attached are form certificates that you can use for the first two documents required to be included with your executed ISDA. I hope these are helpful - please let me know if you have any questions or need additional information. Thanks, ",candidate00020
3053,00170,candidate00020, PLEASE take me with you. I am at a low in my life - recently reassured that I am a failure in relationships that really mean something to me. The only point in my life where I can't seem to be successful. ,candidate00020
3054,00171,candidate00020," I am living in an awesome garden home 1 block west of Kirby between richmond and West Alabama. Awesome location. You will have to see it sometime. I think I invited you to my housewarming party. I will just have to keep your name on the list for future parties. I never have customers in town but I have three in next week, including dinner plans with Tucson Electric on Thursday night. Maybe the following Thursday? I am usually open - let me know. ",candidate00020
3055,00172,candidate00020, Presas is my admin and I am in houston at 3206a. this will change Nov. 9. fax number is 713-464-2391 ,candidate00020
3056,00173,candidate00020, I certainly understand your concerns and believe that they should be voiced. I will also babysit the situation and try to make sure she abides by the rules! ,candidate00020
3057,00174,candidate00020," Thanks so much for sending the CDs. I really didn't think I would ever see them again! I take it that you are still considering coming back to windjammer. I guess it will depend on what happens when you get home. 1, Stacy, and I are considering the Poly trip in January. I haven't been to those islands (St. , St. Barts, etc.) yet so I might have to go. I can't imagine a place better than the caribbean - I would love to see it! So if you're not serious - don't tease me! Take care and thanks again for the CDs - Love, K2 ",candidate00020
3058,00175,candidate00020, Night Shift was on Showtime Saturday afternoon - thought of you and your stellar performance of one particular scene. ,candidate00020
3059,00176,candidate00020," , of Salt Project sent me their ISDA documents last week. Can we take a look at them and make the changes we would like to incorporate? He called this morning and they are considering financial transactions with us. Please give me a call and let me know where we stand with this when you get a chance. If I should send it on to some one else. Please let me know that as well. Thanks, ",candidate00020
3060,00177,candidate00020," Hey , sorry you are missing your trip to TN. Are you going to the Italian fest? I am thinking about it. Here are my vitals: cell = 713-412-4571 ",candidate00020
3061,00178,candidate00020," , We are pricing the calls up for you and will have them in the morning. As for the comments on the contract, you can send them to me and I will put them in our lawyers hands. Thanks so much for getting that document throught the system. I will talk to you tomarrow. Thanks, ",candidate00020
3062,00179,candidate00020," Hi - yes it is me, your long lost cousin! You probobly got my address off of something that my mom sent around. How are things with you? As you probobly knew, I am back in - which is very good as my company just announced a merger on Friday. Worried about many of my friends but I am not so worried about loosing my job. The world is certainly in turmoil! all is well with you and your family. Keep in touch - ",candidate00020
3063,00180,candidate00020," , Just a reminder that we are no longer authorized marketer for Pasadena or Smurfit. HOwever, we are acting as agent for Pasadena and will continue to schedule for them. Please let me know if you have any questions. Thanks, ",candidate00020
3064,00181,candidate00020," , do you have that worksheet that I sent you that has June on it? I deleted june and july so I need your help. Thanks, ",candidate00020
3065,00182,candidate00020," , We are printing the confirms and signing them this morning and will fax them to you soon after. If a faxed signed copy is not ok, please let me know and we will send you originals overnight. Thanks, ",candidate00020
3066,00183,candidate00020, I guess we need to talk about September. We need to roll the deal or I need to remove them from my socal pool by Tuesday. What are you guys thinking? ,candidate00020
3067,00184,candidate00020," is looking at updated financial information we received yesterday but I haven't heard from him. Stacy is working on a Master Draft as well as the other documents we received from them. Her ETA as of this morning is this afternoon. Basically, jay is ok with using the GISB for up to three months if Stacy is ok with it. He said that he would require a master for a 6 month transaction or longer. update you as soon as I get more info from Credit and Legal. kw ",candidate00020
3068,00185,candidate00020," This is ok with me - I take it we have used the ""long form"" with them in the past. If this is the case, can we get an isda draft together for them? Thanks, ",candidate00020
3069,00186,candidate00020," We are not authorized marketer - only agent. In other words, we are scheduling for them but not supplying their gas. ",candidate00020
3070,00187,candidate00020," , The difference between your price indications and EOL are twofold. One, we are showing you physical markets on the price indications and EOL is strickly financial and for a specific product. There are many differences in these two products, depending on term, physical premiums, the trader's position, etc. Two, the price indications that you receive are based on yesterday's markets. EOL is a real time current market price for the specific product listed. Give me a call if you have any more questions and we can discuss further. thanks, ",candidate00020
3071,00188,candidate00020," El, I am in for sure. Just gotta look into possibly using miles. I think Suz might be in as well. What about ? Let me now the details! Thanks for the invite - K. ",candidate00020
3072,00189,candidate00020," I will check on this - also, keep me posted on Conexant and let me know how you want to set it up. We are busy getting moved onto the new floor. ",candidate00020
3073,00190,candidate00020," This is all of the info that I have on these customers but I may be able to get more if it is valuable to you. just let me know. Thanks, ",candidate00020
3074,00191,candidate00020," , As we discussed, attached is a proposal detailing a structure that might fit your natural gas needs. Please give me a call regarding any questions you might have and I will be in touch once I hear from credit. Thanks for your consideration, ",candidate00020
3075,00192,candidate00020," , I am working with Panda Resources to potentially supply gas to a couple of their Arizona facilities. However, they say they have a plant coming online March 1st in El dorado, Ark. They looking for TX Gas for Mar - jun and Tn zone 0 starting July 1. She has gone over the structures that she is looking for. Is there someone in your group that would be interested in working on this potential gas supply with them? Let me know. Thanks, ",candidate00020
3076,00193,candidate00020," , Since is out, could you possibly help me with something when you have time? Can you check on the monthly confirms for sales to Smurfit and let me know what we've gotten back from them and what is still out standing? Call me if you have any quesitons. Thanks! ",candidate00020
3077,00194,candidate00020," J., Sorry, I sent the other email before I got this one. The contact that I would recommend at NCPA is Park, 916-781-4224. He will either help you or can direct you to someone else. You can reference the RFP if you would like. You are right, NCPA is a consorsium of Munis. The ones that would be involved in this particular transaction would be the Cities of Roseville, Lodi, Lompoc, and Alameda. The transaction would be a physical basis transaction for 5000/day at city gate for 2002-2004. We would be buying back $3.37 Physical BASIS for 2002. This would be a sort of blend and extend. Our deal would be Physical Basis. Let me know if you have any more questions. Thanks, ",candidate00020
3078,00195,candidate00020," , Thanks for looking at this for us. When do you think you will have a chance to review it? I talked to the customer today - they are looking at doing some 2002 and 2003 transactions. Also, do we need to have credit re-review? Let me know what you need from me (us) and if I can help in any way. Thanks, ",candidate00020
3079,00196,candidate00020," , Attached is a term sheet describing our proposal for September. The changes are highlighted in yellow. One of the things you guys might be interested in looking at long term is extending the current fixed price deals that you have and blending the price. Another is a peaking option or cap. We can talk about these things on the phone. Give me a call when you have a chance to review the term sheet and let me know what you guys want to do. Thanks, ",candidate00020
3080,00197,candidate00020," where will you be coming from? If you go south on Kirby, turn left and travel west on Richmond. Take the first right onto Lake street. Go through the first stop sign and I am behind the black iron gate on your left. My address is 3110 Lake and I am behind 3112 Lake. Park on the street. If the car gate is closed, the people gate code is c1984. See you then - ",candidate00020
3081,00198,candidate00020," , Attached is a copy of the Master agreement we have in place with you. Please let me know if you are unable to open it. Thanks, ",candidate00020
3082,00199,candidate00020," , Attached is a request from PNM for an indication for the price of a put for Q3 next year. This is a physical option that is at the money. Please let me know if you have any questions. Thanks, ",candidate00020
3083,00200,candidate00020, What's up with this? they are looking to lock in 12-16 months of gas prices. We have been selling to them month to month for 6 months. Have there been any problems? Are we going to let them go to Amoco? ,candidate00020
3084,00201,candidate00020," , I made a few changes to this spreadsheet. Please discard the other one that you have. Thanks, ",candidate00020
3085,00202,candidate00020, are you talking about JS? thought she was going to kentucky? I was going with my friend but she is probobly going to have to work on Friday. So I may just ride back with her. Trying to figure it all out. ,candidate00020
3086,00203,candidate00020, We can come in on Thursday evening (so we can spend friday in the wine country) and leave sunday afternoon at 3:20 for 20000 miles! So we are definitely in! What do you think? ,candidate00020
3087,00204,candidate00020," , I sent the following email to Hodge and on October 25th ad have heard nothing. I reminded them this morning as we need to reply by mid next week. Also, LDWP will be in our offices Monday afternoon. Is this something that you can address faster than ? If so, just let him know and let me know how to proceed. There was an article in the NGI publication this morning regarding this. Thanks, ",candidate00020
3088,00205,candidate00020," , Palo Alto is telling me that they need signatures on all of the confirms that we sent them last week. If you could print out copies and have them sent to me, I can get to sign them and overnight them to Palo. Let me know if you have any questions. Thanks, ",candidate00020
3089,00206,candidate00020," Attached is a list of the contracts that I am currently working on. In addition, I am working with stacy dickson on a contract where by we can do business with Hesco and on a new contract with Citizens. Let me know ifyou need anything else. ",candidate00020
3090,00207,candidate00020," , Any news on Hesco documents? Let me know when you think you will haev something. Thanks, ",candidate00020
3091,00208,candidate00020," , A 10 year fixed price indication at the PG&E City Gate out of Jan. 02 is approximately $3.32. I hope this is helpful. Let me know how I can help facilitate the blend with Merced. Let me know if there is any thing else that you need. thanks, ",candidate00020
3092,00209,candidate00020," Sorry I didn't forwarn you so you could choose to re-schedule. Funny how things can change in just one week! is awesome - don't know what I would do without her. We just went to Berryhill and had a taco and margarita. Not a late night. You didn't have to leave - I am glad you came though. we can do it again sometime - once I get over this hump. (See, I am still insecure and a disaster when it comes to relationships! and I hadn't even gone there in 5 years!) Take care and keep in touch. kim ",candidate00020
3093,00210,candidate00020," el, I think you sent this to the wrong place. just talked to suzanne and she is in - as long as we can get there cheap. As for Sunday, when do you think people will leave. Being 2 hours later here in houston, we might have to leave pretty early. what are your thoughts? ",candidate00020
3094,00211,candidate00020," I am definitely in. Please let me know the details. I am so sorry to hear this. If you have 's address, can you send it to me? Thanks, ",candidate00020
3095,00212,candidate00020," Hey , How are you? Long time - no email! I hope things are going well for you. Went to Happy Hour with 1, , Stacy, and last night. and Stacy just got back from the Bahamas. 1 and left today for Cabo San . As for me, I am painting the inside of my house. Not nearly as much fun. But with this economy combined with my company's 3rd quarter earnings - my net worth is the worst it has been in YEARS!!!! In other words - I am poor! Anyway, we were talking about our upcoming trip on the Poly in January and we were all wondering (especially me) if you had decided to remain in Austrailia or rejoin Casey on the boat. I think we all hope we see you in Jan! Gotta go back to work and try to get this stock price back up - take care, keep in touch, and let me know what fun things you have been up to! Love, K2 ",candidate00020
3096,00213,candidate00020," , I got a phone call from Summit energy, through whom I supply full requirements gas to Smurfit Container Corporations plants in southern California. Smurfit has a couple of plants in El Paso, Texas, on the Southern Union System, that Summit is looking to obtian bids for. The contact at Summit is and his number is 502-429-3800. Their load is about 100,000 MMBtu annually. Is there someone at EES that would be interested in working on this transaction? Let me know if EES is not interested and I will let know. Thanks, ",candidate00020
3097,00214,candidate00020," I know - I am so inconsiderate! But, if you want, I will promise NEVER to do it again. Just a little tired today- thanks goodness for the opportunity to sleep late yesterday. How about yourself? I usually get here between 7:30 and 8. Today - exactly 8 o'clock! Not much going on in the market today - I might finally go get my car tags and driver's license - but I've been saying that for 5 months now! ",candidate00020
3098,00215,candidate00020," Stacy, I left you a message but wanted to send you a note too. I am still waiting you your recommendations for improving Hesco's contracts with their customers so that we can continue to pursue business with them. they are consistantly presenting us with opportunities that we are missing out on. I am currently pricing up a deal for 1200/day for 1 year. They want to transact by mid next week. Is it possible to make these recommendations so that we can get this paperwork in place? Let me know how things look for you as soon as possible. Thanks, ",candidate00020
3099,00216,candidate00020," , I have been unable to get this message to . Would you make sure he gets it for me? Thanks, ",candidate00020
3100,00217,candidate00020," Once again, I didn't have all information and shared with you an incomplete package for july! Attached is a spreadsheet with the missing peices. I promise, we will get this procedure in place once and for all! Sorry for the inconvenience. Let me know if you have any questions. Thanks, ",candidate00020
3101,00218,candidate00020," Thanks , we have left a message for and are waiting to hear back from him. Also, we are definitely willing to fix the physical basis for you and float on the Nymex. And this will help your credit cause. So now I am assuming that you guys are focusing on fixed basis for 1000/day with GD on the swing. Would you guys be interested in looking at a transport structure for the first 18 months of the transaction? I am looking at the economics of this to see if it will help you. Call me if you need anything. Thanks, ",candidate00020
3102,00219,candidate00020," Sarabeth, Could you change the person that you send the Citizens Insurance Invoice to to the following: Laynie East @ EB2363B her phone number is 713-853-3131 and she will be paying the invoice. If you have any questions, please call me at x30685. Thanks, Manager, West Gas Origination ",candidate00020
3103,00220,candidate00020," , Attached is our term sheet in response to your request for bid. I have also attached sample contract for your review. We are waiting to hear from your credit guy to obtain some financial information. Please call me with any questions or concerns. Thanks, ",candidate00020
3104,00221,candidate00020," Stacy, The customer has requested that we send them 2 executable, signed copies of this contract. Could you have 2 executable copies of this contract prepared and sent down to me for signature? I will have them sent to the customer. Let me know if you have any questions. Thanks, ",candidate00020
3105,00222,candidate00020," , Attached is my response to your RFP on behalf of Noresco. As noted in our conversation earlier today, I apologize for the tardiness of my response. I do hope that you will consider our proposals along with the other responses that you received. If you have any questions, please feel free to call me at 713-853-0685. Sincerely, Manager, West Gas Origination ",candidate00020
3106,00223,candidate00020," , Could you send an electronic version of the latest RFP you sent out? I am having some people help me internally and an electronic version would be helpful. Let me know if you have any questions. Thanks, ",candidate00020
3107,00224,candidate00020," Lou, I am still here but I am unable to give out quotes at this time. Please accept my apologies and I will be in touch once things are straightened out around here. ",candidate00020
3108,00225,candidate00020," They keep calling. What do we need to do right now to do the Amgen blend and extend, either paper work or additional collateral? Let me know soon. Thanks, ",candidate00020
3109,00226,candidate00020," , I am very interested in supplying your gas and plan on responding to your request for qualification. If there is anything else that you need in the meantime, please give me a call. Thanks, 713-853-0685 ",candidate00020
3110,00227,candidate00020," , Attached is the legal opinion. Shackleton will be the attorney we meet with on your changes and she is available all Wednesday afternoon. Do you want to say 1:30 your time, 3:30 ours? Please confirm and I will set everything up with . Thanks, ",candidate00020
3111,00228,candidate00020," Did either one of you guys work on the APEA (American Public Energy Agency) gas prepay deal? I think it was done in 1999 and Laird Dyer worked on it. We are changing one of the counterparties and delivery points so we are going to need to amend some of the documents. I know you two are going to fight over this so as soon as the dust settles, let me know who wins! Thanks, Call me if you have questions or don't know what deal I am talking about. I have copies of some of the documents so they may be helpful. ",candidate00020
3112,00229,candidate00020," , Please book the following accrual origination from grigsby's book to myself and ( 50% each): June 2001 $9,566.58 July 2001 $5,706.52 Aug 2001 $7,736.97 Also, are you the one that I need to inform of what to pay Cogan? And if so, what months and amounts have we paid him? I will have september ready today or tomarrow and October ready by the 10th which will be our standard procedure. Let me know if you have any questions. thanks, ps attached are the supporting spreadsheets ",candidate00020
3113,00230,candidate00020," I don't have their financials but lets get started on what we can get started with. I am not expecting to do financial swaps in the immediate term but I would like to be preparted when we are ready. Thanks, ",candidate00020
3114,00231,candidate00020," , What is the status of this document? Customer is asking for it. Please let me know - Thanks, ",candidate00020
3115,00232,candidate00020," , Could you do me a huge favor and have give of our credit department a call. is having trouble getting through the pohone lines to you guys for some reason. has tried to track down some financial information internally and has had no luck and doesn't know where else to look. His number is 713-345-3923. I really do appreicate you passing this message along. Thanks, ",candidate00020
3116,00233,candidate00020," Thanks you so much for working on these as fast as you have - there was a priority in getting them out. However, as you know, the less cash outlay that we have right now the better. Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done. What do you think the time frame is on this? And when would be the earliest that we would make the payment? Thanks, ",candidate00020
3117,00234,candidate00020," Antoher thing they brought up was locking in physical basis only. How does this affect credit? Thanks again, ",candidate00020
3118,00235,candidate00020," Hey, just heard from the girls that you are now a tv star. They saw you on some E! Entertainment special. I am sorry to say that I missed it! How are you and where are you? I am assuming that you have now left the boat and are wondering your way to Austrailia. you are enjoying yourself. I just spent the weekend in Memphis - visiting family and friends. It was a lot of fun! If the show runs again and I am able to see it, perhaps I will record it for you! Have fun and keep in touch! K2 ",candidate00020
3119,00236,candidate00020," I have been wondering all week whether you got on the boat. I looked at continental's specials and their weren't any for this weekend. But if you plan ahead or are flexible on flight times, you can definitely get here for less than $200! HOw was the rest of your trip? Anything exciting to report? How was your time with Turbo? I wish it were last wednesday! I think I am going to sell all of my belongings and live on a beach somewhere!! Let me know what's going on! K2 oh Yeah, I got some pictures back and will send you some. what is your address? ",candidate00020
3120,00237,candidate00020," , Attached are confirms for September and October. Please let me know if you have any questions. thanks, ",candidate00020
3121,00238,candidate00020," Hi guys, Just wanted to let you know that Palo Alto received some confirmations for transactions that they should not have received. I think both are related to their term third party purchases that were entered into the system. One was for 1500, which I think is related to their purchase from BP and one was for 1135 which are third party purchases from us and should already be in the system as several sale transactions to them. I can fax copies of these confirms if anyone is interested. Let me know if you have any questions. Thanks, ",candidate00020
3122,00239,candidate00020," , Our primary delivery point on the EP capacity is the border so it would have to flow as an alternative delivery location and would be subject to cuts. I would like to talk to you in more detail about this with the assistance of Miller who is the tport expert in our group. Then you can decide how you would like to persue. will be available in the morning before 11:00 am CDT. Please give me a call when you can - Thanks, ",candidate00020
3123,00240,candidate00020," The physical basis offer indication for Dec - March at the City Gate is about $.32. The fixed price indiation for the 38 month period you mentioned is approximately $4.39. We need to discuss this structure in detail if you are serious about buying physical gas from us and we also need to get contracts in place. Let me know if there is anything else you need. thanks, ",candidate00020
3124,00241,candidate00020, What did you do in Rome???? you must have had Capt. . I understand that he is a big golfer. when did you go? I can do lunch - what time? ,candidate00020
